country_iso3,country,isic2,sector_name,productivity_usd,employment,output_usd,exports_usd
MAR,Marruecos,30,Maquinaria de oficina/comp.,27759.0,10755,298547933.0,0.0
MAR,Marruecos,31,Maquinaria electrica,38788.7,11731,455030656.0,0.0
MAR,Marruecos,32,Equipo de comunicaciones,45858.7,14382,659539121.0,2445903362.0
MAR,Marruecos,33,Instrumentos de precision,26338.6,10339,272314578.0,0.0
MAR,Marruecos,34,Vehiculos automotores,45915.8,8183,375728865.0,0.0
MAR,Marruecos,35,Otro equipo de transporte,36022.2,16571,596923645.0,205297689.0
MAR,Marruecos,36,Muebles y otras manuf.,22494.3,24969,561659974.0,4747800.0
MEX,Mexico,15,Alimentos y bebidas,33463.4,295570,9890786180.0,94782883.0
MEX,Mexico,17,Textiles,20980.8,314383,6595994841.0,0.0
MEX,Mexico,18,Prendas de vestir,22843.1,450585,10292755231.0,4052408.0
MEX,Mexico,19,Cuero y calzado,16049.4,495384,7950613005.0,87909.0
MEX,Mexico,20,Madera y corcho,21950.5,385708,8466470663.0,0.0
MEX,Mexico,21,Papel y celulosa,27497.0,523492,14394443666.0,17105825.0
MEX,Mexico,24,Sustancias y prod. quimicos,70627.0,192073,13565540865.0,11437008645.0
MEX,Mexico,25,Caucho y plastico,36190.9,144576,5232338416.0,79929101.0
MEX,Mexico,26,Minerales no metalicos,61186.2,243419,14893877315.0,1375981672.0
MEX,Mexico,27,Metales comunes (basicos),26273.6,285737,7507333395.0,0.0
MEX,Mexico,28,Productos metalicos,55700.1,331718,18476716598.0,1230343324.0
MEX,Mexico,29,Maquinaria y equipo,63558.9,236900,15057098054.0,4832797482.0
MEX,Mexico,30,Maquinaria de oficina/comp.,51369.3,247296,12703423508.0,843941357.0
MEX,Mexico,31,Maquinaria electrica,93243.6,308832,28796612375.0,23340894955.0
MEX,Mexico,32,Equipo de comunicaciones,109211.5,170412,18610951723.0,265855682223.0
MEX,Mexico,33,Instrumentos de precision,59775.2,160003,9564204370.0,0.0
MEX,Mexico,34,Vehiculos automotores,83507.2,256599,21427859801.0,47250629563.0
MEX,Mexico,35,Otro equipo de transporte,63696.7,283095,18032223867.0,2006572958.0
MEX,Mexico,36,Muebles y otras manuf.,37997.0,228912,8697974029.0,53636629.0
MYS,Malasia,15,Alimentos y bebidas,41211.0,127530,5255639916.0,335064088.0
MYS,Malasia,17,Textiles,29134.6,137701,4011867330.0,0.0
MYS,Malasia,18,Prendas de vestir,20011.8,169541,3392821124.0,757648.0
MYS,Malasia,19,Cuero y calzado,59970.3,122722,7359678331.0,213363818.0
MYS,Malasia,20,Madera y corcho,41424.0,136793,5666514010.0,0.0
MYS,Malasia,21,Papel y celulosa,103238.0,128021,13216635371.0,41612020159.0
MYS,Malasia,24,Sustancias y prod. quimicos,77919.1,111449,8684002442.0,0.0
MYS,Malasia,25,Caucho y plastico,41220.4,84087,3466102606.0,55314574.0
MYS,Malasia,26,Minerales no metalicos,51301.6,86257,4425124659.0,243406292.0
MYS,Malasia,27,Metales comunes (basicos),61323.9,116678,7155155048.0,1186834507.0
MYS,Malasia,28,Productos metalicos,82392.0,93407,7695989901.0,7243977804.0
MYS,Malasia,29,Maquinaria y equipo,97545.8,91898,8964264772.0,28825820669.0
MYS,Malasia,30,Maquinaria de oficina/comp.,78523.2,65444,5138874480.0,6176761602.0
MYS,Malasia,31,Maquinaria electrica,52519.9,87919,4617495858.0,0.0
MYS,Malasia,32,Equipo de comunicaciones,58980.7,130793,7714257428.0,1047800769.0
MYS,Malasia,33,Instrumentos de precision,99385.2,98067,9746403829.0,32088483280.0
MYS,Malasia,34,Vehiculos automotores,80928.5,129302,10464219477.0,12257942101.0
MYS,Malasia,35,Otro equipo de transporte,93336.0,50543,4717479302.0,7812683551.0
MYS,Malasia,36,Muebles y otras manuf.,20690.0,216397,4477260246.0,0.0
PER,Peru,15,Alimentos y bebidas,29665.3,12439,369006558.0,13624035.0
PER,Peru,17,Textiles,74549.3,18074,1347403713.0,1971473737.0
PER,Peru,18,Prendas de vestir,21477.5,15531,333566453.0,857930.0
PER,Peru,19,Cuero y calzado,35524.0,11067,393143655.0,5409692.0
PER,Peru,20,Madera y corcho,32238.8,15991,515530905.0,8274027.0
PER,Peru,21,Papel y celulosa,34272.9,11394,390505059.0,24953717.0
PER,Peru,24,Sustancias y prod. quimicos,28936.5,7406,214303806.0,0.0
PER,Peru,25,Caucho y plastico,42028.7,15369,645938448.0,122145313.0
PER,Peru,26,Minerales no metalicos,19122.4,14258,272647363.0,0.0
PER,Peru,27,Metales comunes (basicos),63446.4,5080,322307483.0,1144766397.0
PER,Peru,28,Productos metalicos,28539.2,12297,350946758.0,0.0
PER,Peru,29,Maquinaria y equipo,57778.3,5439,314256336.0,2584076965.0
PER,Peru,30,Maquinaria de oficina/comp.,98316.2,10205,1003316375.0,7399244178.0
PER,Peru,31,Maquinaria electrica,38876.3,10047,390589823.0,48439419.0
PER,Peru,32,Equipo de comunicaciones,28741.1,14600,419620669.0,29309050.0
PER,Peru,33,Instrumentos de precision,38933.8,6647,258793247.0,0.0
PER,Peru,34,Vehiculos automotores,41380.5,9381,388190495.0,0.0
PER,Peru,35,Otro equipo de transporte,51765.4,7688,397972267.0,0.0
PER,Peru,36,Muebles y otras manuf.,44064.2,16767,738824411.0,120596391.0
PHL,Filipinas,15,Alimentos y bebidas,14985.6,36028,539900493.0,1884171.0
PHL,Filipinas,17,Textiles,25062.3,72640,1820527909.0,10866385.0
PHL,Filipinas,18,Prendas de vestir,10998.9,62083,682846524.0,37838.0
PHL,Filipinas,19,Cuero y calzado,27906.0,86020,2400474181.0,30172642.0
PHL,Filipinas,20,Madera y corcho,14794.9,70505,1043111585.0,0.0
PHL,Filipinas,21,Papel y celulosa,27365.9,51518,1409834481.0,13000756.0
PHL,Filipinas,24,Sustancias y prod. quimicos,26812.3,47531,1274415618.0,52458178.0
PHL,Filipinas,25,Caucho y plastico,28641.4,38756,1110026915.0,0.0
PHL,Filipinas,26,Minerales no metalicos,13535.3,53313,721609040.0,398625.0
PHL,Filipinas,27,Metales comunes (basicos),44491.0,46593,2072967632.0,666707660.0
PHL,Filipinas,28,Productos metalicos,20259.9,49144,995652986.0,5081776.0
PHL,Filipinas,29,Maquinaria y equipo,26741.3,41959,1122037382.0,0.0
PHL,Filipinas,30,Maquinaria de oficina/comp.,26052.3,41937,1092557355.0,0.0
PHL,Filipinas,31,Maquinaria electrica,26714.9,47273,1262893626.0,0.0
PHL,Filipinas,32,Equipo de comunicaciones,85645.9,39414,3375645851.0,58192787856.0
PHL,Filipinas,33,Instrumentos de precision,30404.5,36571,1111923219.0,55925061.0
PHL,Filipinas,34,Vehiculos automotores,39693.4,42196,1674902637.0,883939183.0
PHL,Filipinas,35,Otro equipo de transporte,26025.8,32776,853022781.0,0.0
PHL,Filipinas,36,Muebles y otras manuf.,16727.4,35926,600947341.0,650630.0
POL,Polonia,15,Alimentos y bebidas,54024.9,101897,5504978326.0,0.0
POL,Polonia,17,Textiles,43576.8,199445,8691173342.0,271004413.0
POL,Polonia,18,Prendas de vestir,45568.3,233010,10617880293.0,0.0
POL,Polonia,19,Cuero y calzado,37532.8,180349,6769003237.0,48509221.0
POL,Polonia,20,Madera y corcho,31335.5,174144,5456882113.0,9954529.0
POL,Polonia,21,Papel y celulosa,27819.6,115402,3210438183.0,15381899.0
POL,Polonia,24,Sustancias y prod. quimicos,59343.7,124766,7404072812.0,5133699505.0
POL,Polonia,25,Caucho y plastico,43976.2,144149,6339129923.0,201930004.0
POL,Polonia,26,Minerales no metalicos,60296.8,281022,16944724063.0,2029898035.0
POL,Polonia,27,Metales comunes (basicos),62977.6,143859,9059895162.0,1519265877.0
POL,Polonia,28,Productos metalicos,22521.0,129702,2921021160.0,3787874.0
POL,Polonia,29,Maquinaria y equipo,44971.8,135930,6113010970.0,0.0
POL,Polonia,30,Maquinaria de oficina/comp.,111159.4,110505,12283666252.0,165879155348.0
POL,Polonia,31,Maquinaria electrica,89114.3,96061,8560408676.0,12577669636.0
POL,Polonia,32,Equipo de comunicaciones,52068.6,165149,8599072786.0,0.0
POL,Polonia,33,Instrumentos de precision,58398.3,89123,5204633917.0,0.0
POL,Polonia,34,Vehiculos automotores,54186.4,153559,8320804826.0,0.0
POL,Polonia,35,Otro equipo de transporte,77344.8,156371,12094481562.0,2783356790.0
POL,Polonia,36,Muebles y otras manuf.,58456.5,167584,9796372616.0,858853742.0
PRY,Paraguay,15,Alimentos y bebidas,18054.7,3313,59815150.0,0.0
PRY,Paraguay,17,Textiles,25598.7,3330,85243751.0,7249717.0
PRY,Paraguay,18,Prendas de vestir,19696.2,2820,55543189.0,1605251.0
PRY,Paraguay,19,Cuero y calzado,16484.4,3732,61519854.0,237063.0
PRY,Paraguay,20,Madera y corcho,13616.3,4069,55404622.0,0.0
PRY,Paraguay,21,Papel y celulosa,15139.9,3040,46025186.0,0.0
PRY,Paraguay,24,Sustancias y prod. quimicos,25831.6,2648,68402096.0,0.0
PRY,Paraguay,25,Caucho y plastico,40022.2,4876,195148386.0,176033889.0
PRY,Paraguay,26,Minerales no metalicos,22882.2,2984,68280623.0,0.0
PRY,Paraguay,27,Metales comunes (basicos),28780.1,2947,84814864.0,45315631.0
PRY,Paraguay,28,Productos metalicos,30790.3,2662,81963814.0,35784645.0
PRY,Paraguay,29,Maquinaria y equipo,38415.6,1776,68226175.0,97665088.0
PRY,Paraguay,30,Maquinaria de oficina/comp.,18265.7,1449,26466984.0,0.0
PRY,Paraguay,31,Maquinaria electrica,21304.7,3148,67067156.0,0.0
PRY,Paraguay,32,Equipo de comunicaciones,24320.8,1875,45601456.0,7919080.0
PRY,Paraguay,33,Instrumentos de precision,49718.2,2391,118876159.0,817377103.0
PRY,Paraguay,34,Vehiculos automotores,51341.3,2932,150532667.0,2231946577.0
PRY,Paraguay,35,Otro equipo de transporte,29914.9,2137,63928094.0,0.0
PRY,Paraguay,36,Muebles y otras manuf.,30727.2,1787,54909493.0,24879068.0
THA,Tailandia,15,Alimentos y bebidas,40912.9,142140,5815359421.0,5447164950.0
THA,Tailandia,17,Textiles,31197.2,92700,2891982032.0,95157692.0
THA,Tailandia,18,Prendas de vestir,22991.4,183245,4213052605.0,10931887.0
THA,Tailandia,19,Cuero y calzado,14975.7,130940,1960916320.0,2072158.0
THA,Tailandia,20,Madera y corcho,20302.8,127733,2593342813.0,12262184.0
THA,Tailandia,21,Papel y celulosa,27450.9,163510,4488500251.0,31786354.0
THA,Tailandia,24,Sustancias y prod. quimicos,68507.4,118645,8128061225.0,84309990151.0
THA,Tailandia,25,Caucho y plastico,36004.3,111147,4001773611.0,352491489.0
THA,Tailandia,26,Minerales no metalicos,42707.2,139945,5976654557.0,1021795595.0
THA,Tailandia,27,Metales comunes (basicos),66717.2,90385,6030237268.0,17088884929.0
THA,Tailandia,28,Productos metalicos,23114.4,217577,5029153999.0,13823463.0
THA,Tailandia,29,Maquinaria y equipo,39782.6,100757,4008375239.0,636496796.0
THA,Tailandia,30,Maquinaria de oficina/comp.,44247.3,73694,3260763481.0,2012718246.0
THA,Tailandia,31,Maquinaria electrica,58118.9,92450,5373087706.0,7139333883.0
THA,Tailandia,32,Equipo de comunicaciones,56653.9,110736,6273625501.0,17410753314.0
THA,Tailandia,33,Instrumentos de precision,51212.8,100635,5153799964.0,1761281393.0
THA,Tailandia,34,Vehiculos automotores,52814.8,57097,3015565574.0,12930256329.0
THA,Tailandia,35,Otro equipo de transporte,53588.1,149950,8035533087.0,9720953577.0
THA,Tailandia,36,Muebles y otras manuf.,12524.9,152590,1911181120.0,1845613.0
TUR,Turquia,15,Alimentos y bebidas,27743.4,132494,3675830388.0,0.0
TUR,Turquia,17,Textiles,19363.8,220301,4265875248.0,108839.0
TUR,Turquia,18,Prendas de vestir,36437.1,173342,6316084638.0,3937550.0
TUR,Turquia,19,Cuero y calzado,47852.7,151845,7266191096.0,40667356.0
TUR,Turquia,20,Madera y corcho,29741.9,156144,4644016637.0,588298.0
TUR,Turquia,21,Papel y celulosa,46932.2,107029,5023103546.0,116159410.0
TUR,Turquia,24,Sustancias y prod. quimicos,85192.3,80239,6835745274.0,4311752306.0
TUR,Turquia,25,Caucho y plastico,57456.8,121023,6953593097.0,134213609.0
TUR,Turquia,26,Minerales no metalicos,53676.3,104741,5622114520.0,88489722.0
TUR,Turquia,27,Metales comunes (basicos),92543.1,137518,12726346023.0,7596858347.0
TUR,Turquia,28,Productos metalicos,50561.8,111522,5638752533.0,291374079.0
TUR,Turquia,29,Maquinaria y equipo,60351.3,95006,5733735872.0,182972464.0
TUR,Turquia,30,Maquinaria de oficina/comp.,69201.3,60048,4155398288.0,161952194.0
TUR,Turquia,31,Maquinaria electrica,55321.3,63830,3531155466.0,312272327.0
TUR,Turquia,32,Equipo de comunicaciones,73509.4,90931,6684283628.0,6190790682.0
TUR,Turquia,33,Instrumentos de precision,148287.0,119673,17745944952.0,128726884914.0
TUR,Turquia,34,Vehiculos automotores,69768.0,74298,5183623200.0,1455150882.0
TUR,Turquia,35,Otro equipo de transporte,68668.2,99592,6838803240.0,383745982.0
TUR,Turquia,36,Muebles y otras manuf.,20870.0,114586,2391406142.0,634302.0
URY,Uruguay,15,Alimentos y bebidas,30867.6,4567,140972175.0,159128.0
URY,Uruguay,17,Textiles,28121.1,4824,135656276.0,0.0
URY,Uruguay,18,Prendas de vestir,33377.2,4118,137447481.0,82872.0
URY,Uruguay,19,Cuero y calzado,23732.1,10242,243064610.0,10791.0
URY,Uruguay,20,Madera y corcho,33100.6,6835,226242433.0,197660.0
URY,Uruguay,21,Papel y celulosa,38175.0,2959,112959920.0,0.0
URY,Uruguay,24,Sustancias y prod. quimicos,77639.7,2329,180822822.0,0.0
URY,Uruguay,25,Caucho y plastico,31582.2,2695,85113997.0,0.0
URY,Uruguay,26,Minerales no metalicos,58265.6,3708,216048929.0,7986764.0
URY,Uruguay,27,Metales comunes (basicos),45099.4,2814,126909845.0,0.0
URY,Uruguay,28,Productos metalicos,29447.8,3709,109222070.0,246059.0
URY,Uruguay,29,Maquinaria y equipo,32126.1,3127,100458332.0,0.0
URY,Uruguay,30,Maquinaria de oficina/comp.,118549.3,3886,460682499.0,1396614924.0
URY,Uruguay,31,Maquinaria electrica,63048.8,2754,173636462.0,0.0
URY,Uruguay,32,Equipo de comunicaciones,44860.4,3439,154275054.0,0.0
URY,Uruguay,33,Instrumentos de precision,83786.0,2892,242309139.0,170530488.0
URY,Uruguay,34,Vehiculos automotores,123338.8,3429,422928693.0,2810446606.0
URY,Uruguay,35,Otro equipo de transporte,66796.2,2650,177009814.0,14883976.0
URY,Uruguay,36,Muebles y otras manuf.,26166.4,4333,113378849.0,0.0
USA,Estados Unidos,15,Alimentos y bebidas,113653.3,523974,59551364363.0,19137919.0
USA,Estados Unidos,17,Textiles,143817.6,700776,100783910786.0,131048386.0
USA,Estados Unidos,18,Prendas de vestir,79816.8,946744,75566066634.0,3569328.0
USA,Estados Unidos,19,Cuero y calzado,133588.7,659369,88084243720.0,176501545.0
USA,Estados Unidos,20,Madera y corcho,100348.1,743725,74631405193.0,11359409.0
USA,Estados Unidos,21,Papel y celulosa,95333.1,649078,61878628895.0,12710724.0
USA,Estados Unidos,24,Sustancias y prod. quimicos,372552.5,616106,229531848584.0,232791479039.0
USA,Estados Unidos,25,Caucho y plastico,123090.7,681082,83834837294.0,0.0
USA,Estados Unidos,26,Minerales no metalicos,157282.8,547817,86162218634.0,205513154.0
USA,Estados Unidos,27,Metales comunes (basicos),116092.9,329914,38300680931.0,0.0
USA,Estados Unidos,28,Productos metalicos,94778.3,698631,66215057249.0,26860566.0
USA,Estados Unidos,29,Maquinaria y equipo,201961.9,632850,127811586372.0,8866501467.0
USA,Estados Unidos,30,Maquinaria de oficina/comp.,149115.6,499362,74462688451.0,0.0
USA,Estados Unidos,31,Maquinaria electrica,184676.7,567946,104886380776.0,2273338979.0
USA,Estados Unidos,32,Equipo de comunicaciones,146505.0,431191,63171654740.0,188738181.0
USA,Estados Unidos,33,Instrumentos de precision,362718.7,591717,214626811498.0,201470843365.0
USA,Estados Unidos,34,Vehiculos automotores,177095.5,466259,82572383390.0,5813446833.0
USA,Estados Unidos,35,Otro equipo de transporte,478541.6,705739,337725483265.0,327411153143.0
USA,Estados Unidos,36,Muebles y otras manuf.,90240.2,400124,36107274513.0,18946475.0
VNM,Vietnam,15,Alimentos y bebidas,17701.9,191956,3397990586.0,7438378.0
VNM,Vietnam,17,Textiles,18173.5,286792,5212020827.0,11023475.0
VNM,Vietnam,18,Prendas de vestir,30305.8,362842,10996219168.0,985386552.0
VNM,Vietnam,19,Cuero y calzado,25040.1,269491,6748075983.0,55781868.0
VNM,Vietnam,20,Madera y corcho,11422.4,254486,2906842150.0,110850.0
VNM,Vietnam,21,Papel y celulosa,35192.0,203341,7155984863.0,466049370.0
VNM,Vietnam,24,Sustancias y prod. quimicos,19843.8,125527,2490930206.0,0.0
VNM,Vietnam,25,Caucho y plastico,31614.6,170171,5379889372.0,389943747.0
VNM,Vietnam,26,Minerales no metalicos,25081.2,208182,5221446108.0,84929187.0
VNM,Vietnam,27,Metales comunes (basicos),25782.1,182726,4711051411.0,76598712.0
VNM,Vietnam,28,Productos metalicos,31567.9,199507,6298023259.0,547227207.0
VNM,Vietnam,29,Maquinaria y equipo,28527.4,130566,3724706019.0,510798433.0
VNM,Vietnam,30,Maquinaria de oficina/comp.,51118.0,123346,6305202410.0,12860057533.0
VNM,Vietnam,31,Maquinaria electrica,24325.9,119577,2908812375.0,162775711.0
VNM,Vietnam,32,Equipo de comunicaciones,77207.7,91488,7063581607.0,65254758500.0
VNM,Vietnam,33,Instrumentos de precision,71097.7,92416,6570565240.0,148205592016.0
VNM,Vietnam,34,Vehiculos automotores,21589.5,159243,3437976216.0,0.0
VNM,Vietnam,35,Otro equipo de transporte,33958.2,242608,8238539321.0,271472680.0
VNM,Vietnam,36,Muebles y otras manuf.,20185.9,269166,5433355781.0,11144500.0
ZAF,Sudafrica,15,Alimentos y bebidas,49433.3,64225,3174850567.0,466899581.0
ZAF,Sudafrica,17,Textiles,25491.0,50747,1293594251.0,1566732.0
ZAF,Sudafrica,18,Prendas de vestir,48386.6,75299,3643459834.0,349798967.0
ZAF,Sudafrica,19,Cuero y calzado,51348.6,63147,3242511519.0,0.0
ZAF,Sudafrica,20,Madera y corcho,36157.4,41884,1514414724.0,15177654.0
ZAF,Sudafrica,21,Papel y celulosa,45543.2,36637,1668567239.0,80944598.0
ZAF,Sudafrica,24,Sustancias y prod. quimicos,81334.2,28190,2292810137.0,6147399893.0
ZAF,Sudafrica,25,Caucho y plastico,44782.0,36581,1638170856.0,29682677.0
ZAF,Sudafrica,26,Minerales no metalicos,36603.2,58610,2145315090.0,100381094.0
ZAF,Sudafrica,27,Metales comunes (basicos),84816.8,61660,5229803114.0,9157810545.0
ZAF,Sudafrica,28,Productos metalicos,31416.5,46545,1462283058.0,47747375.0
ZAF,Sudafrica,29,Maquinaria y equipo,75452.2,45529,3435261753.0,1790316957.0
ZAF,Sudafrica,30,Maquinaria de oficina/comp.,42452.3,38200,1621676310.0,71910863.0
ZAF,Sudafrica,31,Maquinaria electrica,62479.8,38616,2412718183.0,1125056293.0
ZAF,Sudafrica,32,Equipo de comunicaciones,49426.7,29477,1456951155.0,225107015.0
ZAF,Sudafrica,33,Instrumentos de precision,89097.1,31476,2804419548.0,12617929150.0
ZAF,Sudafrica,34,Vehiculos automotores,51075.7,25948,1325312652.0,866465408.0
ZAF,Sudafrica,35,Otro equipo de transporte,98766.1,62541,6176927822.0,26845246366.0
ZAF,Sudafrica,36,Muebles y otras manuf.,27988.2,37987,1063186055.0,0.0
